cve_id,description,published,last_modified
CVE-2026-0391,User interface (ui) misrepresentation of critical information in Microsoft Edge for Android allows an unauthorized attacker to perform spoofing over a network.,2026-02-05T23:15:54.093,2026-02-06T15:14:47.703
CVE-2026-21532,Azure Function Information Disclosure Vulnerability,2026-02-05T23:15:54.317,2026-02-12T19:01:06.173
CVE-2026-24300,Azure Front Door Elevation of Privilege Vulnerability,2026-02-05T23:15:54.490,2026-02-12T19:02:39.727
CVE-2026-24302,Azure Arc Elevation of Privilege Vulnerability,2026-02-05T23:15:54.653,2026-02-12T18:39:54.910
CVE-2026-23623,"Collabora Online is a collaborative online office suite based on LibreOffice technology. Prior to Collabora Online Development Edition version 25.04.08.2 and prior to Collabora Online versions 23.05.20.1, 24.04.17.3, and 25.04.7.5, a user with view-only rights and no download privileges can obtain a local copy of a shared file. Although there are no corresponding buttons in the interface, pressing Ctrl+Shift+S initiates the file download process. This allows the user to bypass the access restrictions and leads to unauthorized data retrieval. This issue has been patched in Collabora Online Development Edition version 25.04.08.2 and Collabora Online versions 23.05.20.1, 24.04.17.3, and 25.04.7.5.",2026-02-06T00:15:56.663,2026-02-06T15:14:47.703
CVE-2026-1971,"A vulnerability has been found in Edimax BR-6288ACL up to 1.12. Impacted is the function wiz_WISP24gmanual of the file wiz_WISP24gmanual.asp. Such manipulation of the argument manualssid leads to cross site scripting. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The vendor confirms that the affected product is end-of-life. They confirm that they ""will issue a consolidated Security Advisory on our official support website."" This vulnerability only affects products that are no longer supported by the maintainer.",2026-02-06T01:15:50.693,2026-02-06T15:14:47.703
CVE-2026-1972,"A vulnerability was found in Edimax BR-6208AC 2_1.02. The affected element is the function auth_check_userpass2. Performing a manipulation of the argument Username/Password results in use of default credentials. The attack may be initiated remotely. The exploit has been made public and could be used. The vendor confirms that the affected product is end-of-life. They confirm that they ""will issue a consolidated Security Advisory on our official support website."" This vulnerability only affects products that are no longer supported by the maintainer.",2026-02-06T02:16:04.633,2026-02-06T15:14:47.703
CVE-2026-1973,A vulnerability was determined in Free5GC up to 4.1.0. The impacted element is the function establishPfcpSession of the component SMF. Executing a manipulation can lead to null pointer dereference. The attack may be launched remotely. The exploit has been publicly disclosed and may be utilized. It is best practice to apply a patch to resolve this issue.,2026-02-06T02:16:05.620,2026-02-09T15:48:21.187
CVE-2026-1974,A vulnerability was identified in Free5GC up to 4.1.0. This affects the function ResolveNodeIdToIp of the file internal/sbi/processor/datapath.go of the component SMF. The manipulation leads to denial of service. Remote exploitation of the attack is possible. The exploit is publicly available and might be used. It is recommended to apply a patch to fix this issue.,2026-02-06T02:16:05.810,2026-02-09T15:47:30.140
CVE-2026-1228,"The Timeline Block – Beautiful Timeline Builder for WordPress (Vertical & Horizontal Timelines) plugin for WordPress is vulnerable to Insecure Direct Object Reference in all versions up to, and including, 1.3.3 via the tlgb_shortcode() function due to missing validation on a user controlled key. This makes it possible for authenticated attackers, with Author-level access and above, to disclose private timeline content via the id attribute supplied to the 'timeline_block' shortcode.",2026-02-06T03:15:48.077,2026-02-06T15:14:47.703
CVE-2026-1975,A security flaw has been discovered in Free5GC up to 4.1.0. This impacts the function identityTriggerType of the file pfcp_reports.go. The manipulation results in null pointer dereference. The attack can be executed remotely. The exploit has been released to the public and may be used for attacks. Applying a patch is advised to resolve this issue.,2026-02-06T03:15:49.313,2026-02-09T15:15:28.157
CVE-2026-1976,A weakness has been identified in Free5GC up to 4.1.0. Affected is the function SessionDeletionResponse of the component SMF. This manipulation causes null pointer dereference. The attack is possible to be carried out remotely. The exploit has been made available to the public and could be used for attacks. It is suggested to install a patch to address this issue.,2026-02-06T03:15:49.503,2026-02-09T15:04:08.463
CVE-2025-15566,"A security issue was discovered in ingress-nginx where the `nginx.ingress.kubernetes.io/auth-proxy-set-headers` Ingress annotation can be used to inject configuration into nginx. This can lead to arbitrary code execution in the context of the ingress-nginx controller, and disclosure of Secrets accessible to the controller. (Note that in the default installation, the controller can access all Secrets cluster-wide.)",2026-02-06T04:15:51.960,2026-02-06T15:14:47.703
CVE-2026-1977,"A security vulnerability has been detected in isaacwasserman mcp-vegalite-server up to 16aefed598b8cd897b78e99b907f6e2984572c61. Affected by this vulnerability is the function eval of the component visualize_data. Such manipulation of the argument vegalite_specification leads to code injection. The attack may be performed from remote. The exploit has been disclosed publicly and may be used. This product utilizes a rolling release system for continuous delivery, and as such, version information for affected or updated releases is not disclosed. The project was informed of the problem early through an issue report but has not responded yet.",2026-02-06T04:15:52.200,2026-02-06T15:14:47.703
CVE-2026-25692,Rejected reason: Not used,2026-02-06T04:15:52.550,2026-02-06T04:15:52.550
CVE-2026-25693,Rejected reason: Not used,2026-02-06T04:15:52.630,2026-02-06T04:15:52.630
CVE-2026-25694,Rejected reason: Not used,2026-02-06T04:15:52.697,2026-02-06T04:15:52.697
CVE-2026-25695,Rejected reason: Not used,2026-02-06T04:15:52.763,2026-02-06T04:15:52.763
CVE-2026-25696,Rejected reason: Not used,2026-02-06T04:15:52.827,2026-02-06T04:15:52.827
CVE-2026-25697,Rejected reason: Not used,2026-02-06T04:15:52.890,2026-02-06T04:15:52.890
CVE-2026-25698,Rejected reason: Not used,2026-02-06T04:15:52.957,2026-02-06T04:15:52.957
CVE-2026-1978,A vulnerability was detected in kalyan02 NanoCMS up to 0.4. Affected by this issue is some unknown functionality of the file /data/pagesdata.txt of the component User Information Handler. Performing a manipulation results in direct request. It is possible to initiate the attack remotely. The exploit is now public and may be used. You should change the configuration settings.,2026-02-06T05:16:10.170,2026-02-06T15:14:47.703
CVE-2026-1979,A flaw has been found in mruby up to 3.4.0. This affects the function mrb_vm_exec of the file src/vm.c of the component JMPNOT-to-JMPIF Optimization. Executing a manipulation can lead to use after free. The attack needs to be launched locally. The exploit has been published and may be used. This patch is called e50f15c1c6e131fa7934355eb02b8173b13df415. It is advisable to implement a patch to correct this issue.,2026-02-06T05:16:12.667,2026-02-06T15:14:47.703
CVE-2026-1990,A security vulnerability has been detected in oatpp up to 1.3.1. This impacts the function oatpp::data::type::ObjectWrapper::ObjectWrapper of the file src/oatpp/data/type/Type.hpp. The manipulation leads to null pointer dereference. Local access is required to approach this attack. The exploit has been disclosed publicly and may be used. The project was informed of the problem early through an issue report but has not responded yet.,2026-02-06T05:16:12.920,2026-02-06T15:14:47.703
CVE-2026-0598,"A security flaw was identified in the Ansible Lightspeed API conversation endpoints that handle AI chat interactions. The APIs do not properly verify whether a conversation identifier belongs to the authenticated user making the request. As a result, an attacker with valid credentials could access or influence conversations owned by other users. This exposes sensitive conversation data and allows unauthorized manipulation of AI-generated outputs.",2026-02-06T06:15:49.970,2026-02-06T15:14:47.703
CVE-2026-1991,A vulnerability was detected in libuvc up to 0.0.7. Affected is the function uvc_scan_streaming of the file src/device.c of the component UVC Descriptor Handler. The manipulation results in null pointer dereference. The attack needs to be approached locally. The exploit is now public and may be used. The project was informed of the problem early through an issue report but has not responded yet.,2026-02-06T06:15:50.240,2026-02-06T15:14:47.703
CVE-2025-10753,"The OAuth Single Sign On – SSO (OAuth Client) plugin for WordPress is vulnerable to unauthorized access in all versions up to, and including, 6.26.14. This is due to missing capability checks and authentication verification on the OAuth redirect functionality accessible via the 'oauthredirect' option parameter. This makes it possible for unauthenticated attackers to set the global redirect URL option via the redirect_url parameter granted they can access the site directly.",2026-02-06T07:16:10.940,2026-02-06T15:14:47.703
CVE-2026-0521,"A reflected cross-site scripting (XSS) vulnerability in the PDF export functionality of the TYDAC AG MAP+ solution allows unauthenticated attackers to craft a malicious URL, that if visited by a victim, will execute arbitrary JavaScript in the victim's context. Such a URL could be delivered through various means, for instance, by sending a link or by tricking victims to visit a page crafted by the attacker.



This issue was verified in MAP+: 3.4.0.",2026-02-06T07:16:11.353,2026-02-06T15:14:47.703
CVE-2026-1401,"The Tune Library plugin for WordPress is vulnerable to Stored Cross-Site Scripting via CSV import in all versions up to, and including, 1.6.3. This is due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with Subscriber-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses the injected page. The vulnerability exists because the CSV import functionality lacks authorization checks and doesn't sanitize imported data, which is later rendered without escaping through the [tune-library] shortcode.",2026-02-06T07:16:11.563,2026-02-06T15:14:47.703
CVE-2026-1808,"The Orange Confort+ accessibility toolbar for WordPress plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'style' parameter of the ocplus_button shortcode in all versions up to, and including, 0.7 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2026-02-06T07:16:11.923,2026-02-06T15:14:47.703
CVE-2026-1888,"The Docus – YouTube Video Playlist plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'docusplaylist' shortcode in all versions up to, and including, 1.0.6 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2026-02-06T07:16:12.130,2026-02-06T15:14:47.703
CVE-2026-1909,"The WaveSurfer-WP plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's audio shortcode in all versions up to, and including, 2.8.3 due to insufficient input sanitization and output escaping on the 'src' attribute. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2026-02-06T07:16:12.320,2026-02-06T15:14:47.703
CVE-2026-1998,A flaw has been found in micropython up to 1.27.0. This vulnerability affects the function mp_import_all of the file py/runtime.c. This manipulation causes memory corruption. The attack needs to be launched locally. The exploit has been published and may be used. Patch name: 570744d06c5ba9dba59b4c3f432ca4f0abd396b6. It is suggested to install a patch to address this issue.,2026-02-06T07:16:12.553,2026-02-06T15:14:47.703
CVE-2026-2000,A vulnerability was found in DCN DCME-320 up to 20260121. Impacted is the function apply_config of the file /function/system/basic/bridge_cfg.php of the component Web Management Backend. Performing a manipulation of the argument ip_list results in command injection. The attack is possible to be carried out remotely. The exploit has been made public and could be used. The vendor was contacted early about this disclosure but did not respond in any way.,2026-02-06T07:16:13.053,2026-02-06T15:14:47.703
CVE-2026-2008,"A vulnerability was detected in abhiphile fermat-mcp up to 47f11def1cd37e45dd060f30cdce346cbdbd6f0a. This vulnerability affects the function eqn_chart of the file fmcp/mpl_mcp/core/eqn_chart.py. Performing a manipulation of the argument equations results in code injection. It is possible to initiate the attack remotely. The exploit is now public and may be used. This product is using a rolling release to provide continious delivery. Therefore, no version details for affected nor updated releases are available. The project was informed of the problem early through an issue report but has not responded yet.",2026-02-06T07:16:13.447,2026-02-06T15:14:47.703
CVE-2026-1279,"The Employee Directory plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'form_title' parameter in the `search_employee_directory` shortcode in all versions up to, and including, 1.2.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2026-02-06T08:15:52.650,2026-02-06T15:14:47.703
CVE-2026-21626,"Access control settings for forum post custom fields are not applied to the JSON output type, leading to an ACL violation vector an information disclosure",2026-02-06T08:15:53.697,2026-02-06T15:14:47.703
CVE-2026-2009,A flaw has been found in SourceCodester Gas Agency Management System 1.0. This issue affects some unknown processing of the file /gasmark/php_action/createUser.php. Executing a manipulation can lead to improper access controls. It is possible to launch the attack remotely. The exploit has been published and may be used.,2026-02-06T08:15:53.863,2026-02-10T17:44:39.427
CVE-2026-2010,A vulnerability has been found in Sanluan PublicCMS up to 4.0.202506.d/5.202506.d/6.202506.d. Impacted is the function Paid of the file publiccms-parent/publiccms-trade/src/main/java/com/publiccms/logic/service/trade/TradePaymentService.java of the component Trade Payment Handler. The manipulation of the argument paymentId leads to improper authorization. The attack can be initiated remotely. The complexity of an attack is rather high. The exploitability is considered difficult. The exploit has been disclosed to the public and may be used. The identifier of the patch is 7329437e1288540336b1c66c114ed3363adcba02. It is recommended to apply a patch to fix this issue.,2026-02-06T08:15:54.063,2026-02-06T15:14:47.703
CVE-2026-1252,"The Events Listing Widget plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'Event URL' parameter in all versions up to, and including, 1.3.4 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Author-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2026-02-06T09:15:47.880,2026-02-06T15:14:47.703
CVE-2026-1499,"The WP Duplicate plugin for WordPress is vulnerable to Missing Authorization leading to Arbitrary File Upload in all versions up to and including 1.1.8. This is due to a missing capability check on the `process_add_site()` AJAX action combined with path traversal in the file upload functionality. This makes it possible for authenticated (subscriber-level) attackers to set the internal `prod_key_random_id` option, which can then be used by an unauthenticated attacker to bypass authentication checks and write arbitrary files to the server via the `handle_upload_single_big_file()` function, ultimately leading to remote code execution.",2026-02-06T09:15:48.987,2026-02-06T15:14:47.703
CVE-2026-1785,"The Code Snippets plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 3.9.4. This is due to missing nonce validation on the cloud snippet download and update actions in the Cloud_Search_List_Table class. This makes it possible for unauthenticated attackers to force logged-in administrators to download or update cloud snippets without their consent via a crafted request, granted they can trick an administrator into visiting a malicious page.",2026-02-06T09:15:49.163,2026-02-06T15:14:47.703
CVE-2026-21643,An improper neutralization of special elements used in an sql command ('sql injection') vulnerability in Fortinet FortiClientEMS 7.4.4 may allow an unauthenticated attacker to execute unauthorized code or commands via specifically crafted HTTP requests.,2026-02-06T09:15:49.330,2026-02-06T15:14:47.703
CVE-2026-24914,"Type confusion vulnerability in the camera module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:49.490,2026-02-10T17:49:14.833
CVE-2026-24915,"Out-of-bounds read issue in the media subsystem.
Impact: Successful exploitation of this vulnerability will affect availability and confidentiality.",2026-02-06T09:15:49.657,2026-02-10T17:51:40.100
CVE-2026-24916,"Identity authentication bypass vulnerability in the window module.
Impact: Successful exploitation of this vulnerability may affect service confidentiality.",2026-02-06T09:15:49.803,2026-02-10T17:53:42.560
CVE-2026-24917,"UAF vulnerability in the security module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:49.950,2026-02-10T17:57:51.640
CVE-2026-24918,"Address read vulnerability in the communication module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:50.250,2026-02-10T17:59:46.380
CVE-2026-24919,"Out-of-bounds write vulnerability in the DFX module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:50.413,2026-02-10T18:01:17.157
CVE-2026-24921,"Address read vulnerability in the HDC module.
Impact: Successful exploitation of this vulnerability will affect availability and confidentiality.",2026-02-06T09:15:50.583,2026-02-10T18:06:28.350
CVE-2026-24922,"Buffer overflow vulnerability in the HDC module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:50.730,2026-02-10T18:09:30.740
CVE-2026-24923,"Permission control vulnerability in the HDC module.
Impact: Successful exploitation of this vulnerability may affect service confidentiality.",2026-02-06T09:15:50.873,2026-02-10T18:10:30.623
CVE-2026-24925,"Heap-based buffer overflow vulnerability in the image module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:51.023,2026-02-10T18:11:30.970
CVE-2026-24926,"Out-of-bounds write vulnerability in the camera module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:51.170,2026-02-10T18:12:03.213
CVE-2026-24929,"Out-of-bounds read vulnerability in the graphics module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:51.330,2026-02-09T19:11:51.173
CVE-2026-24930,"UAF concurrency vulnerability in the graphics module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T09:15:51.480,2026-02-09T19:05:44.287
CVE-2026-24931,"Vulnerability of improper criterion security check in the card module.
Impact: Successful exploitation of this vulnerability may affect service confidentiality.",2026-02-06T09:15:51.623,2026-02-09T19:12:23.180
CVE-2026-2011,A vulnerability was found in itsourcecode Student Management System 1.0. The affected element is an unknown function of the file /ramonsys/enrollment/controller.php. The manipulation of the argument ID results in sql injection. The attack can be launched remotely. The exploit has been made public and could be used.,2026-02-06T09:15:51.770,2026-02-10T18:12:30.947
CVE-2026-2012,A vulnerability was determined in itsourcecode Student Management System 1.0. The impacted element is an unknown function of the file /ramonsys/facultyloading/index.php. This manipulation of the argument ID causes sql injection. The attack may be initiated remotely. The exploit has been publicly disclosed and may be utilized.,2026-02-06T09:15:51.977,2026-02-10T18:12:51.993
CVE-2026-24920,"Permission control vulnerability in the AMS module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T10:16:07.363,2026-02-09T19:12:59.770
CVE-2026-24924,"Vulnerability of improper permission control in the print module.
Impact: Successful exploitation of this vulnerability may affect service confidentiality.",2026-02-06T10:16:07.537,2026-02-09T19:13:10.833
CVE-2026-24927,"Out-of-bounds access vulnerability in the frequency modulation module.
Impact: Successful exploitation of this vulnerability may affect availability.",2026-02-06T10:16:07.680,2026-02-09T19:13:18.477
CVE-2026-24928,"Out-of-bounds write vulnerability in the file system module.
Impact: Successful exploitation of this vulnerability may affect service confidentiality.",2026-02-06T10:16:07.820,2026-02-09T19:13:29.427
CVE-2026-2013,A vulnerability was identified in itsourcecode Student Management System 1.0. This affects an unknown function of the file /ramonsys/soa/index.php. Such manipulation of the argument ID leads to sql injection. The attack may be launched remotely. The exploit is publicly available and might be used.,2026-02-06T10:16:07.967,2026-02-10T18:13:22.703
CVE-2026-2014,A security flaw has been discovered in itsourcecode Student Management System 1.0. This impacts an unknown function of the file /ramonsys/billing/index.php. Performing a manipulation of the argument ID results in sql injection. Remote exploitation of the attack is possible. The exploit has been released to the public and may be used for attacks.,2026-02-06T10:16:08.243,2026-02-10T18:13:42.580
CVE-2026-2015,A weakness has been identified in Portabilis i-Educar up to 2.10. Affected is an unknown function of the file FinalStatusImportService.php of the component Final Status Import. Executing a manipulation of the argument school_id can lead to improper authorization. The attack can be executed remotely. The exploit has been made available to the public and could be used for attacks. The vendor was contacted early about this disclosure but did not respond in any way.,2026-02-06T11:15:51.127,2026-02-10T18:15:12.280
CVE-2026-1293,"The Yoast SEO – Advanced SEO with real-time guidance and built-in AI plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the the `yoast-schema` block attribute in all versions up to, and including, 26.8 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2026-02-06T12:16:25.133,2026-02-06T15:14:47.703
CVE-2026-2016,A security vulnerability has been detected in happyfish100 libfastcommon up to 1.0.84. Affected by this vulnerability is the function base64_decode of the file src/base64.c. The manipulation leads to stack-based buffer overflow. Local access is required to approach this attack. The exploit has been disclosed publicly and may be used. The identifier of the patch is 82f66af3e252e3e137dba0c3891570f085e79adf. Applying a patch is the recommended action to fix this issue.,2026-02-06T12:16:26.073,2026-02-06T15:14:47.703
CVE-2026-2017,A vulnerability was detected in IP-COM W30AP up to 1.0.0.11(1340). Affected by this issue is the function R7WebsSecurityHandler of the file /goform/wx3auth of the component POST Request Handler. The manipulation of the argument data results in stack-based buffer overflow. The attack may be performed from remote. The exploit is now public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,2026-02-06T12:16:26.280,2026-02-06T15:14:47.703
CVE-2026-2018,A flaw has been found in itsourcecode School Management System 1.0. This affects an unknown part of the file /ramonsys/settings/controller.php. This manipulation of the argument ID causes sql injection. It is possible to initiate the attack remotely. The exploit has been published and may be used.,2026-02-06T13:15:54.397,2026-02-10T18:15:41.947
CVE-2026-2054,A security flaw has been discovered in D-Link DIR-605L and DIR-619L 2.06B01/2.13B01. Impacted is an unknown function of the component Wifi Setting Handler. Performing a manipulation results in information disclosure. The attack may be initiated remotely. The exploit has been released to the public and may be used for attacks. This vulnerability only affects products that are no longer supported by the maintainer.,2026-02-06T13:15:54.580,2026-02-06T15:14:47.703
CVE-2026-2055,A weakness has been identified in D-Link DIR-605L and DIR-619L 2.06B01/2.13B01. The affected element is an unknown function of the component DHCP Client Information Handler. Executing a manipulation can lead to information disclosure. The attack may be launched remotely. The exploit has been made available to the public and could be used for attacks. This vulnerability only affects products that are no longer supported by the maintainer.,2026-02-06T13:15:54.777,2026-02-06T15:14:47.703
CVE-2025-13818,Local privilege escalation vulnerability via insecure temporary batch file execution in ESET Management Agent,2026-02-06T14:16:37.170,2026-02-06T15:14:47.703
CVE-2026-1337,"Insufficient escaping of unicode characters in query log in Neo4j Enterprise and Community editions prior to 2026.01 can lead to XSS if the user opens the logs in a tool that treats them as HTML. There is no security impact on Neo4j products, but this advisory is released as a precaution to treat the logs as plain text if using versions prior to 2026.01.

Proof of concept exploit:  https://github.com/JoakimBulow/CVE-2026-1337",2026-02-06T14:16:38.120,2026-02-06T15:14:47.703
CVE-2026-2056,A security vulnerability has been detected in D-Link DIR-605L and DIR-619L 2.06B01/2.13B01. The impacted element is an unknown function of the file /wan_connection_status.asp of the component DHCP Connection Status Handler. The manipulation leads to information disclosure. Remote exploitation of the attack is possible. The exploit has been disclosed publicly and may be used. This vulnerability only affects products that are no longer supported by the maintainer.,2026-02-06T14:16:38.510,2026-02-06T15:14:47.703
CVE-2025-13523,"Mattermost Confluence plugin version <1.7.0 fails to properly escape user-controlled display names in HTML template rendering which allows authenticated Confluence users with malicious display names to execute arbitrary JavaScript in victim browsers via sending a specially crafted OAuth2 connection link that, when visited, renders the attacker's display name without proper sanitization. Mattermost Advisory ID: MMSA-2025-00557",2026-02-06T16:16:13.370,2026-02-06T21:57:22.450
CVE-2026-2057,A vulnerability was detected in SourceCodester Medical Center Portal Management System 1.0. This affects an unknown function of the file /login.php. The manipulation of the argument User results in sql injection. The attack can be executed remotely. The exploit is now public and may be used.,2026-02-06T16:16:15.070,2026-02-10T18:17:09.330
CVE-2019-25266,Wondershare Application Framework Service 2.4.3.231 contains an unquoted service path vulnerability that allows local attackers to potentially execute arbitrary code with elevated privileges. Attackers can exploit the unquoted service path by placing malicious executables in specific directory locations to hijack the service's execution context.,2026-02-06T17:16:10.187,2026-02-06T21:57:22.450
CVE-2019-25292,Alps HID Monitor Service 8.1.0.10 contains an unquoted service path vulnerability that allows local attackers to potentially execute arbitrary code with elevated privileges. Attackers can exploit the unquoted path in C:\Program Files\Apoint2K\HidMonitorSvc.exe to inject malicious executables and gain system-level access.,2026-02-06T17:16:10.360,2026-02-06T21:57:22.450
CVE-2019-25293,BlueStacks App Player 2.4.44.62.57 contains an unquoted service path vulnerability in the BstHdLogRotatorSvc service that allows local attackers to potentially execute arbitrary code. Attackers can exploit the unquoted path in C:\Program Files (x86)\Bluestacks\HD-LogRotatorService.exe to inject malicious executables and escalate privileges.,2026-02-06T17:16:10.527,2026-02-06T21:57:22.450
CVE-2019-25294,html5_snmp 1.11 contains a persistent cross-site scripting vulnerability that allows attackers to inject malicious scripts through the 'Remark' parameter in add_router_operation.php. Attackers can craft a POST request with a script payload in the Remark field to execute arbitrary JavaScript in victim browsers when the page is loaded.,2026-02-06T17:16:10.693,2026-02-06T21:57:22.450
CVE-2019-25298,"html5_snmp 1.11 contains multiple SQL injection vulnerabilities that allow attackers to manipulate database queries through Router_ID and Router_IP parameters. Attackers can exploit error-based, time-based, and union-based injection techniques to potentially extract or modify database information by sending crafted payloads.",2026-02-06T17:16:10.853,2026-02-06T21:57:22.450
CVE-2019-25299,RimbaLinux AhadPOS 1.11 contains a SQL injection vulnerability in the 'alamatCustomer' parameter that allows attackers to manipulate database queries through crafted POST requests. Attackers can exploit time-based and boolean-based blind SQL injection techniques to extract information or potentially interact with the underlying database.,2026-02-06T17:16:11.020,2026-02-06T21:57:22.450
CVE-2019-25300,"thejshen Globitek CMS 1.4 contains a SQL injection vulnerability that allows attackers to manipulate database queries through the 'id' GET parameter. Attackers can exploit boolean-based, time-based, and UNION-based SQL injection techniques to potentially extract or modify database information.",2026-02-06T17:16:11.190,2026-02-06T21:57:22.450
CVE-2019-25301,Millhouse-Project 1.414 contains a persistent cross-site scripting vulnerability in the comment submission functionality that allows attackers to inject malicious scripts. Attackers can post comments with embedded JavaScript through the 'content' parameter in add_comment_sql.php to execute arbitrary scripts in victim browsers.,2026-02-06T17:16:11.357,2026-02-06T21:57:22.450
CVE-2019-25302,Acer Launch Manager 6.1.7600.16385 contains an unquoted service path vulnerability in the DsiWMIService that allows local users to potentially execute code with elevated privileges. Attackers can exploit the unquoted path in C:\Program Files (x86)\Launch Manager\dsiwmis.exe to insert malicious code that would execute with system-level permissions during service startup.,2026-02-06T17:16:11.523,2026-02-06T21:57:22.450
CVE-2019-25303,"TheJshen ContentManagementSystem 1.04 contains a SQL injection vulnerability that allows attackers to manipulate database queries through the 'id' GET parameter. Attackers can exploit boolean-based, time-based, and UNION-based SQL injection techniques to extract or manipulate database information by crafting malicious query payloads.",2026-02-06T17:16:11.697,2026-02-06T21:57:22.450
CVE-2019-25304,SecurOS Enterprise 10.2 contains an unquoted service path vulnerability in the SecurosCtrlService that allows local users to potentially execute code with elevated privileges. Attackers can exploit the unquoted path in C:\Program Files (x86)\ISS\SecurOS\ to insert malicious code that would execute with system-level permissions during service startup.,2026-02-06T17:16:11.863,2026-02-06T21:57:22.450
CVE-2019-25305,JumpStart 0.6.0.0 contains an unquoted service path vulnerability in the jswpbapi service running with LocalSystem privileges. Attackers can exploit the unquoted path containing spaces to inject and execute malicious code with elevated system permissions.,2026-02-06T17:16:12.037,2026-02-06T21:57:22.450
CVE-2025-64111,"Gogs is an open source self-hosted Git service. In version 0.13.3 and prior, due to the insufficient patch for CVE-2024-56731, it's still possible to update files in the .git directory and achieve remote command execution. This issue has been patched in versions 0.13.4 and 0.14.0+dev.",2026-02-06T17:16:17.497,2026-02-06T21:57:22.450
CVE-2026-23738,"Asterisk is an open source private branch exchange and telephony toolkit. Prior to versions 20.7-cert9, 20.18.2, 21.12.1, 22.8.2, and 23.2.2, user supplied/control values for Cookies and any GET variable query Parameter are directly interpolated into the HTML of the page using ast_str_append. The endpoint at GET /httpstatus is the potential vulnerable endpoint relating to asterisk/main /http.c. This issue has been patched in versions 20.7-cert9, 20.18.2, 21.12.1, 22.8.2, and 23.2.2.",2026-02-06T17:16:26.000,2026-02-06T21:57:22.450
CVE-2026-23739,"Asterisk is an open source private branch exchange and telephony toolkit. Prior to versions 20.7-cert9, 20.18.2, 21.12.1, 22.8.2, and 23.2.2, the ast_xml_open() function in xml.c parses XML documents using libxml with unsafe parsing options that enable entity expansion and XInclude processing. Specifically, it invokes xmlReadFile() with the XML_PARSE_NOENT flag and later processes XIncludes via xmlXIncludeProcess().If any untrusted or user-supplied XML file is passed to this function, it can allow an attacker to trigger XML External Entity (XXE) or XInclude-based local file disclosure, potentially exposing sensitive files from the host system. This can also be triggered in other cases in which the user is able to supply input in xml format that triggers the asterisk process to parse it. This issue has been patched in versions 20.7-cert9, 20.18.2, 21.12.1, 22.8.2, and 23.2.2.",2026-02-06T17:16:26.147,2026-02-06T21:57:22.450
CVE-2026-23740,"Asterisk is an open source private branch exchange and telephony toolkit. Prior to versions 20.7-cert9, 20.18.2, 21.12.1, 22.8.2, and 23.2.2, when ast_coredumper writes its gdb init and output files to a directory that is world-writable (for example /tmp), an attacker with write permission(which is all users on a linux system) to that directory can cause root to execute arbitrary commands or overwrite arbitrary files by controlling the gdb init file and output paths. This issue has been patched in versions 20.7-cert9, 20.18.2, 21.12.1, 22.8.2, and 23.2.2.",2026-02-06T17:16:26.290,2026-02-10T18:25:39.730
